title;abstract
Prostaglandin D;A characteristic feature of COVID-19 disease is lymphopenia. Lymphopenia occurs early in the clinical course and is a predictor of disease severity and outcomes. The mechanism of lymphopenia in COVID-19 is uncertain. It has been variously attributed to the release of inflammatory cytokines including IL-6 and TNF-α
Coronavirus disease 2019 in pregnancy;This study aimed to compare clinical courses and outcomes between pregnant and reproductive-aged non-pregnant women with COVID-19, and to assess the vertical transmission potential of COVID-19 in pregnancy.
Mesenchymal stem cell (MSc) secretome: A possible therapeutic strategy for intensive-care COVID-19 patients;As an emerging global health challenge, COVID-19 requires international knowledge to reach novel possible therapeutic strategies, especially for intensive-care patients. During the early stages of infection, pneumocytes II are the primary infected cells, harming the respiratory system. We have previous evidence in murine models that MSc’s secretome can be used to treat pulmonary injuries induced with bleomycin, due to its content: growth factors, extracellular vesicles, and exosomes. We hypothesize and strongly recommend MSc secretome testing and production, in 
Identifying novel factors associated with COVID-19 transmission and fatality using the machine learning approach;The COVID-19 virus has infected more than 38 million people and resulted in more than one million deaths worldwide as of October 14, 2020. By using the logistic regression model, we identified novel critical factors associated with COVID19 cases, death, and case fatality rates in 154 countries and in the 50 U.S. states. Among numerous factors associated with COVID-19 risk, economic inequality enhanced the risk of COVID-19 transmission. The per capita hospital beds correlated negatively with COVID-19 deaths. Blood types B and AB were protective factors for COVID-19 risk, while blood type A was a risk factor. The prevalence of HIV and influenza and pneumonia was associated with reduced COVID-19 risk. Increased intake of vegetables, edible oil, protein, vitamin D, and vitamin K was associated with reduced COVID-19 risk, while increased intake of alcohol was associated with increased COVID-19 risk. Other factors included age, sex, temperature, humidity, social distancing, smoking, health investment, urbanization level, and race. High temperature is a more compelling factor mitigating COVID-19 transmission than low temperature. Our comprehensive identification of the factors affecting COVID-19 transmission and fatality may provide new insights into the COVID-19 pandemic and advise effective strategies for preventing and migrating COVID-19 spread.
Delay-adjusted age- and sex-specific case fatality rates for COVID-19 in South Korea: Evolution in the estimated risk of mortality throughout the epidemic;The aim of this study was to estimate delay-adjusted case fatality rates (CFRs) for COVID-19 in South Korea, and evaluate how these estimates have evolved over time throughout the epidemic.
The potential use of ABO blood group system for risk stratification of COVID-19;ABO blood groups is a cheap and affordable test that can be immediately retrieved from COVID-19 patients at the diagnosis. There is increasing evidence that non-O blood groups have both higher susceptibility and higher severity of COVID-19 infections. The reason behind such relationship seems elusive. Regarding susceptibility, Non-O individuals have Anti-A antibodies which can prevent viral entry across ACE-2 receptors, moreover, Non-O individuals are at higher risk of autoimmunity, hypercoagulable state, and dysbiosis resulting in an augmented tendency for vascular inflammatory sequelae of COVID-19. We can conclude, on the diagnostic level, that ABO blood groups can be potentially used for risk stratification of affected COVID-19 patients, to anticipate the deterioration of patients at higher risk for complications. On a therapeutic level, plasma from normal O blood group individuals might potentially replace the use of convalescent serum for the treatment of COVID-19.
Influenza versus COVID-19 cases among influenza-like illness patients in travelers from Wuhan to Hong Kong in January 2020;The COVID-19 outbreak in Wuhan, Hubei, China, followed the seasonal influenza epidemic. Since some COVID-19 cases may have been misdiagnosed as seasonal influenza in January 2020, before testing capacity was adequate, it is relevant to study the proportions of influenza and COVID-19 cases among influenza-like-illness (ILI) patients and their temporal pattern.
Hypoxemia in COVID-19 patients: An hypothesis;The current SARS-Cov-2 virus pandemic challenges critical care physicians and other caregivers to find effective treatment for desperately ill patients — especially those with sudden and extreme hypoxemia. Unlike patients with other forms of Acute Respiratory Distress Syndrome, these patients do not exhibit increased lung stiffness or dramatic dyspnea., even in the presence of arterial blood oxygen levels lower than that seen normally in mixed venous blood. Urgent intubation and mechanical ventilation with high inflation pressures and raised inhaled oxygen concentration have proved unhelpful or worse, but why? Our Hypothesis is that sudden opening of a previously undetected probe-patent foramen ovale (PPFO) may explain this mystery. As hypoxemia without acidosis is a rather weak stimulus of dyspnea or increased ventilation, and opening of such an intracardiac shunt would not worsen lung mechanical properties, the absence of dramatic symptom changes would not be surprising. We point out the high frequency of PFO both in life and at autopsy, and the physiological evidence of large shunt fractions found in Covid-19 patients. Published evidence of hypercoagulability and abundant evidence of pulmonary emboli found at autopsy are in accord with our hypothesis, as they would contribute to raised pressure in the pulmonary arteries and right heart chambers, potentially causing a shunt to open. We review the interaction between viral corona spike protein and ACE-2 receptors present on the surface of alveolar lining cells, and contribution to hypercoagulabilty caused by the spike protein. Search for an open PFO after a large drop in arterial oxygen saturation can be performed at the bedside with a variety of well-established techniques including bedside echocardiography, nitrogen washout test, and imaging studies. Potential treatments might include balloon or patch closure of the shunt, and various drug treatments to lower pulmonary vascular resistance.
Mendelian randomization analysis identified genes pleiotropically associated with the risk and prognosis of COVID-19;: COVID-19 has caused a large global pandemic. Patients with COVID-19 exhibited considerable variation in disease behavior. Pervious genome-wide association studies have identified potential genetic variants involved in the risk and prognosis of COVID-19, but the underlying biological interpretation remains largely unclear.
Clinical analysis of ten pregnant women with COVID-19 in Wuhan, China: A retrospective study;COVID-19 is spreading globally. This study aims to evaluate the clinical characteristics and outcomes of pregnant women confirmed with COVID-19 to provide reference for clinical work.
Associations of clinical characteristics and treatment regimens with the duration of viral RNA shedding in patients with COVID-19;The novel coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has become a global pandemic, but the factors influencing viral RNA shedding, which would help inform optimal control strategies, remain unclear.
Effectiveness of the measures to flatten the epidemic curve of COVID-19. The case of Spain;After the cases of COVID-19 skyrocketed, showing that it was no longer possible to contain the spread of the disease, the governments of many countries launched mitigation strategies, trying to slow the spread of the epidemic and flatten its curve. The Spanish Government adopted physical distancing measures on March 14
Real-time estimation and prediction of mortality caused by COVID-19 with patient information based algorithm;The global COVID-19 outbreak is worrisome both for its high rate of spread, and the high case fatality rate reported by early studies and now in Italy. We report a new methodology, the Patient Information Based Algorithm (PIBA), for estimating the death rate of a disease in real-time using publicly available data collected during an outbreak. PIBA estimated the death rate based on data of the patients in Wuhan and then in other cities throughout China. The estimated days from hospital admission to death was 13 (standard deviation (SD), 6 days). The death rates based on PIBA were used to predict the daily numbers of deaths since the week of February 25, 2020, in China overall, Hubei province, Wuhan city, and the rest of the country except Hubei province. The death rate of COVID-19 ranges from 0.75% to 3% and may decrease in the future. The results showed that the real death numbers had fallen into the predicted ranges. In addition, using the preliminary data from China, the PIBA method was successfully used to estimate the death rate and predict the death numbers of the Korean population. In conclusion, PIBA can be used to efficiently estimate the death rate of a new infectious disease in real-time and to predict future deaths. The spread of 2019-nCoV and its case fatality rate may vary in regions with different climates and temperatures from Hubei and Wuhan. PIBA model can be built based on known information of early patients in different countries.
Immunogenicity and safety of a recombinant adenovirus type-5-vectored COVID-19 vaccine in healthy adults aged 18 years or older: a randomised, double-blind, placebo-controlled, phase 2 trial;This is the first randomised controlled trial for assessment of the immunogenicity and safety of a candidate non-replicating adenovirus type-5 (Ad5)-vectored COVID-19 vaccine, aiming to determine an appropriate dose of the candidate vaccine for an efficacy study.
Meteorological factors and COVID-19 incidence in 190 countries: An observational study;Novel corona virus disease 2019 (COVID-19), which first emerged in December 2019, has become a pandemic. This study aimed to investigate the associations between meteorological factors and COVID-19 incidence and mortality worldwide. This study included 1,908,197 confirmed cases of and 119,257 deaths from COVID-19 from 190 countries between 23 January and 13 April, 2020. We used a distributed lag non-linear model with city-/country-level random intercept to investigate the associations between COVID19 incidence and daily temperature, relative humidity, and wind speed. A series of confounders were considered in the analysis including demographics, socioeconomics, geographic locations, and political strategies. Sensitivity analyses were performed to examine the robustness of the associations. The COVID-19 incidence showed a stronger association with temperature than with relative humidity or wind speed. An inverse association was identified between the COVID-19 incidence and temperature. The corresponding 14-day cumulative relative risk was 1.28 [95% confidence interval (CI), 1.20–1.36] at 5 °C, and 0.75 (95% CI, 0.65–0.86) at 22 °C with reference to the risk at 11 °C. An inverse J-shaped association was observed between relative humidity and the COVID-19 incidence, with the highest risk at 72%. A higher wind speed was associated with a generally lower incidence of COVID-19, although the associations were weak. Sensitivity analyses generally yielded similar results. The COVID-19 incidence decreased with the increase of temperature. Our study suggests that the spread of COVID-19 may slow during summer but may increase during winter.
Systematically comparing COVID-19 with 2009 influenza pandemic for hospitalized patients;This study aims to comprehensively compare the clinical features of hospitalized COVID-19 patients with hospitalized 2009 influenza pandemic patients.
Clinical progression of patients with COVID-19 in Shanghai, China;Studies on the 2019 novel coronavirus disease (COVID-19) have generally been limited to the description of the epidemiology and initial clinical characteristics. We investigated the temporal progression in patients with COVID-19.
A score combining early detection of cytokines accurately predicts COVID-19 severity and intensive care unit transfer;We aimed to explore cytokine profile in patients as it relates to Coronavirus Disease 2019 (COVID-19) severity, and to establish a predictive cytokine score to discriminate severe from non-severe cases and provide a prognosis parameter for patients that will require intensive care unit (ICU) transfer.
COVID-19: A double threat to takotsubo cardiomyopathy and spontaneous coronary artery dissection?;Coronavirus disease 2019 (COVID-19) is an ongoing pandemic that has affected millions of individuals worldwide. Prior studies suggest that COVID-19 may be associated with an increased risk for various cardiovascular disorders, such as myocardial injury, arrhythmia, acute coronary syndrome, and venous thromboembolism. Early reports of non-COVID-19 patients have described the concurrence of takotsubo cardiomyopathy (TTC) and spontaneous coronary artery dissection (SCAD). However, the interplay between COVID-19, TTC and SCAD has not been well established. We herein propose two sets of two-hit hypotheses for the development of SCAD and TTC in the context of COVID-19. The first two-hit hypothesis explains the development of SCAD, in which TTC-associated formation of vulnerable coronary substrate serves as the first hit (predisposing factor), and COVID-19-associated inflammation and vascular disruption serves as the second hit (precipitating factor). Conversely, another two-hit hypothesis is proposed to explain the development of TTC, in which SCAD-associated formation of vulnerable myocardial substrate serves as the first hit, and COVID-19-associated sympathetic overactivity serves as the second hit. Under this conceptual framework, COVID-19 poses a double threat for the development of SCAD (among patients with underlying TTC) as well as TTC (among patients with underlying SCAD), thereby forming a reciprocal causation. This hypothesis provides a rationale for the joint assessment of TTC and SCAD in COVID-19 patients with pertinent cardiovascular manifestations.
Therapeutic plasma exchange in adults with severe COVID-19 infection;To evaluate the therapeutic use of plasma exchange in COVID-19 patients compared to controls.
Clinical characteristics of 25 death cases with COVID-19: A retrospective review of medical records in a single medical center, Wuhan, China;This study aims to summarize the clinical characteristics of death cases with COVID-19 and to identify critically ill patients of COVID-19 early and reduce their mortality.
The effects of allium sativum on immunity within the scope of COVID-19 infection;The severity of coronavirus disease 2019 (COVID‐19) infection is quite variable and the manifestations varies from asymptomatic disease to severe acute respiratory infection. Fever, dry cough, dyspnea, myalgia, fatigue, loss of appetite, olfactory and gustatory dysfunctions are the most prevalent general symptoms. Decreased immune system cells such as suppressed regulatory T cells, cytotoxic and helper T cells, natural killer cells, monocytes/macrophages and increased proinflammatory cytokines are the characteristic features. Compounds derived from Allium sativum (garlic) have the potential to decrease the expression of proinflammatory cytokines and to reverse the immunological abnormalities to more acceptable levels. Allium sativum is suggested as a beneficial preventive measure before being infected with SARS‐CoV‐2 virus.
Lymphopenia is associated with severe coronavirus disease 2019 (COVID-19) infections: A systemic review and meta-analysis;Coronavirus Disease 2019 (COVID-19) is a new respiratory and systemic disease which needs quick identification of potential critical patients. This meta-analysis aimed to explore the relationship between lymphocyte count and the severity of COVID-19.
Effect of a wet market on coronavirus disease (COVID-19) transmission dynamics in China, 2019–2020;The novel coronavirus (SARS-CoV-2) originating from Wuhan spread rapidly throughout China. While its origin remains uncertain, accumulating evidence links a wet market with the early spread of SARS-CoV-2 in Wuhan. Similarly, the influence of the marketplace on the early transmission dynamics is yet to be investigated.
Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19;Several studies have described the clinical characteristics of patients with novel coronavirus (SARS-CoV-2) infected pneumonia (COVID-19), indicating severe patients tended to have higher neutrophil to lymphocyte ratio (NLR). Whether baseline NLR could be an independent predictor of in-hospital death in Chinese COVID-19 patients remains to be investigated.
COVID-19, myocardial edema and dexamethasone;Severe acute respiratory syndrome corona virus 2(SARS-CoV-2), the cause of coronavirus disease- 2019 (COVID-19) after emerging in china in late 2019 is spreading rapidly across the world.
The dark cloud with a silver lining: Assessing the impact of the SARS COVID-19 pandemic on the global environment;The Severe Acute Respiratory Syndrome-Coronavirus Disease 2019 (COVID-19) pandemic caused by a novel coronavirus known as SARS-CoV-2 has caused tremendous suffering and huge economic losses. We hypothesized that extreme measures of partial-to-total shutdown might have influenced the quality of the global environment because of decreased emissions of atmospheric pollutants. We tested this hypothesis using satellite imagery, climatic datasets (temperature, and absolute humidity), and COVID-19 cases available in the public domain. While the majority of the cases were recorded from Western countries, where mortality rates were strongly positively correlated with age, the number of cases in tropical regions was relatively lower than European and North American regions, possibly attributed to faster human-to-human transmission. There was a substantial reduction in the level of nitrogen dioxide (NO
Estimation of Renin-Angiotensin-Aldosterone-System (RAAS)-Inhibitor effect on COVID-19 outcome: A Meta-analysis;Some studies of hospitalized patients suggested that the risk of death and/or severe illness due to COVID-19 is not associated with the use of angiotensin-converting enzyme inhibitors (ACEIs) and/or angiotensin II receptor type 1 blockers (ARBs). Nevertheless, some controversy still exists and there is limited information of the ACEIs/ARBs effect size on COVID-19 prognosis.
Nasal lavage containing Angiotensin-Converting Enzyme-2 agonist can prevent and reduce viral load in COVID-19;COVID-19 has been the talk of the year 2020, taking many lives and leaving others in critical conditions. It has clearly and severally been reported that the SARSCoV-2 uses the Angiotensin Converting Enzyme-2 receptors to penetrate and infect cells. Reports have also stated that the nasal and olfactory mucosa are overloaded with these receptors. We emphasize that anosmia in COVID-19 is secondary to the binding of the SARSCoV-2 to Angiotensin Converting Enzyme-2 receptors on the olfactory mucosa. A hypotheses pertaining to the presentation, diagnosis, management and possible prevention of SARS-CoV-2 is proposed. Given the high false negative rates of the polymerase chain reaction (PCR) tests, we suggest that COVID-19 negative patients with anosmia without any other nasal symptom should raise a high index of suspicion and should be further evaluated.
Lopinavir–ritonavir in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial;Lopinavir–ritonavir has been proposed as a treatment for COVID-19 on the basis of in vitro activity, preclinical studies, and observational studies. Here, we report the results of a randomised trial to assess whether lopinavir–ritonavir improves outcomes in patients admitted to hospital with COVID-19.
Periodontal pocket and COVID-19: Could there be a possible link?;COVID-19 is the emerging health emergency ruining the well being of individuals and devastating the global economies. Sustained research focusing on the virus has been on throughout the world. However, no definitive remedies have yet been derived in the containment of the virus. Steady knowledge on the pathogenesis of the virus has revealed certain consistent features specific to the disease which includes massive destruction of the lung due to the presence of excessive angiotensin-converting enzyme receptors (ACE2) which are essential for the viral entry inside the host. Once, access is gained multiplication occurs resulting in suppressing the immune response of the body against the virus. Henceforth, the equilibrium of the host is disrupted leading to manifestation of the disease. The Periodontal pocket also presents with pathology very much similar to COVID-19 and a possibility of dual role can be thought of pertaining to aspects of Periodontal Medicine.
The role of testing in the fight against COVID-19: Current happenings in Africa and the way forward;The dramatic increase in suspected COVID-19 cases in Africa has placed an enormous burden on public and private clinical facilities. To date, the most commonly used method for identifying and confirming the virus is the laboratory-based reverse transcription-polymerase chain reaction (RT-PCR) test. Unfortunately, testing capacities have been limited in many parts of Africa because of inadequate test kits, which have restricted scaling up beyond the few public health laboratories at designated locations. In this mini-review, we present Africa's preparedness and readiness for testing, why testing is crucial, the need to immediately strengthen existing facilities, and what it involves as part of combined approaches for managing the COVID-19 crisis. The review highlights the urgent need for speedy expansion and distribution of several laboratory testing platforms, including real-time PCR and serological assays to both public health facilities and fully accredited private clinical laboratories.
Should the convergence between the social and biological vulnerabilities of black communities and the COVID-19 pandemic be considered?;The context of the COVID-19 pandemic has highlighted the structural inequalities and vulnerabilities experienced by black communities in the world, and in Brazil it is no different. The data generated in Brazil demonstrate that Brazilian inequality is alarming. Underreporting, non-prioritization of data that consider the variable race and color, and social groups in social vulnerability, help the unequal instrumentalization of epidemiological surveillance
Short-term effects of specific humidity and temperature on COVID-19 morbidity in select US cities;Little is known about the environmental conditions that drive the spatiotemporal patterns of SARS-CoV-2. Preliminary research suggests an association with meteorological parameters. However, the relationship with temperature and humidity is not yet apparent for COVID-19 cases in US cities first impacted. The objective of this study is to evaluate the association between COVID-19 cases and meteorological parameters in select US cities. A case-crossover design with a distributed lag nonlinear model was used to evaluate the contribution of ambient temperature and specific humidity on COVID-19 cases in select US cities. The case-crossover examines each COVID case as its own control at different time periods (before and after transmission occurred). We modeled the effect of temperature and humidity on COVID-19 transmission using a lag period of 7 days. A subset of 8 cities were evaluated for the relationship with meteorological parameters and 5 cities were evaluated in detail. Short-term exposure to humidity was positively associated with COVID-19 transmission in 4 cities. The associations were small with 3 out of 4 cities exhibiting higher COVID19 transmission with specific humidity that ranged from 6 to 9 g/kg. Our results suggest that weather should be considered in infectious disease modeling efforts. Future work is needed over a longer time period and across different locations to clearly establish the weather-COVID19 relationship.
A comparison of mortality-related risk factors of COVID-19, SARS, and MERS: A systematic review and meta-analysis;Coronavirus Disease 2019 (COVID-19) is a pandemic. This systematic review compares mortality risk factors including clinical, demographic and laboratory features of COVID-19, Severe Acute Respiratory Syndrome (SARS) and Middle East Respiratory Syndrome (MERS). The aim is to provide new strategies for COVID-19 prevention and treatment.
Changes in air quality during the lockdown in Barcelona (Spain) one month into the SARS-CoV-2 epidemic;Lockdown measures came into force in Spain from March 14th, two weeks after the start of the SARS-CoV-2 epidemic, to reduce the epidemic curve. Our study aims to describe changes in air pollution levels during the lockdown measures in the city of Barcelona (NE Spain), by studying the time evolution of atmospheric pollutants recorded at the urban background and traffic air quality monitoring stations. After two weeks of lockdown, urban air pollution markedly decreased but with substantial differences among pollutants. The most significant reduction was estimated for BC and NO2 (−45 to −51%), pollutants mainly related to traffic emissions. A lower reduction was observed for PM10 (−28 to −31.0%). By contrast, O
Multi-Criteria Decision Analysis to prioritize hospital admission of patients affected by COVID-19 in low-resource settings with hospital-bed shortage;To use Multi-Criteria Decision Analysis (MCDA) to determine weights for eleven criteria in order to prioritize COVID-19 non-critical patients for admission to hospital in healthcare settings with limited resources.
The SARS-CoV-2 seroprevalence is the key factor for deconfinement in France;A new virus, SARS-CoV-2, has spread world-wide since December 2019, probably affecting millions of people and killing thousands. Failure to anticipate the spread of the virus now seriously threatens many health systems. We have designed a model for predicting the evolution of the SARS-CoV-2 epidemic in France, which is based on seroprevalence and makes it possible to anticipate the deconfinement strategy.
A meta-analysis of the incidence of venous thromboembolic events and impact of anticoagulation on mortality in patients with COVID-19;The incidence of venous thromboembolic events (VTE) in patients with COVID-19 is generally high but varies markedly. However, the relationship between anticoagulation and mortality in patients with COVID-19 is still unclear.
Vitamin D3 and K2 and their potential contribution to reducing the COVID-19 mortality rate;The world is desperately seeking for a sustainable solution to combat the coronavirus strain SARS-CoV-2 (COVID-19). Recent research indicated that optimizing Vitamin D blood levels could offer a solution approach that promises a heavily reduced fatality rate as well as solving the public health problem of counteracting the general vitamin D deficiency. This paper dived into the immunoregulatory effects of supplementing Vitamin D
Repurposing prolactin as a promising immunomodulator for the treatment of COVID-19: Are common Antiemetics the wonder drug to fight coronavirus?;Prolactin (PRL), the well-known lactogenic hormone, plays a crucial role in immune function given the fact that long term hypoprolactinemia (serum prolactin level below normal) can even lead to death from opportunistic infection. High blood PRL level is known to provide an immunological advantage in many pathological conditions (with some exceptions like autoimmune diseases) and women, because of their higher blood PRL level, get an advantage in this regard. It has been reported that by controlled enhancement of blood PRL level (within the physiological limit and in some cases a little elevated above the normal to induce mild hyperprolactinemia) using dopamine antagonists such immune-stimulatory advantage can led to survival of the patients in many critical conditions. Here it is hypothesized that through controlled augmentation of blood PRL level using dopamine antagonists like domperidone/metoclopramide, which are commonly used drugs for the treatment of nausea and vomiting, both innate and adaptive immunity can be boosted to evade or tone down COVID-19. The hypothesis is strengthened from the fact that at least seven little-understood salient observations in coronavirus patients can apparently be explained by considering the role of enhanced PRL in line with the proposed hypothesis and hence, clinical trials (both therapeutic and prophylactic) on the role of enhanced PRL on the course and outcome of coronavirus patients should be conducted accordingly.
Is there a role for insulin-like growth factor inhibition in the treatment of COVID-19-related adult respiratory distress syndrome?;Adult respiratory distress syndrome (ARDS) is the leading cause of death associated with SARS-CoV-2 infection and COVID-19. IGF-1 has been implicated in ARDS, yet its role in relation to COVID-19-related lung injury has not been investigated. We hypothesize that blockage of the IGF-1 receptor (IGF-1R) mitigates lung injury and decreases the risk of death in patients COVID-19-related ARDS. Patients with fibroproliferative ARDS have been shown to have increased IGF-1 and IGF-1R staining in lung tissue specimens. Rising levels of IGF-1 in bronchioalveolar fluid (BAL) and increased IGF-1 mRNA expression in lung tissues (but declining serum IGF-1 levels) have been found in late stage ARDS compared with early lung injury. Blockage of IGF-1R decreases lung tissue damage and increases survival in bleomycin-induced as well as H1N1 influenza-related lung injury in animal models. Teprotumumab is a monoclonal antibody directed against the IGF-1R that was FDA-approved in 2020 for the treatment of Graves’ orbitopathy. In order to determine if teprotumumab may reduce lung injury and death related to ARDS in the setting of COVID-19, preliminary clinical data is needed. IGF-1 levels in serum and BAL fluid must be measured in patients with COVID-19-related ARDS. Histopathology from lung samples from patients with COVID-19-related ARDS must be examined for increased expression of the IGF-1R. Once these are ascertained, and if the data support IGF-1 involvement, a randomized, placebo-controlled phase 2A trial of teprotumumab therapy in the setting of COVID-19-related ARDS and non-COVID-19-related ARDS designed to generate initial data on short-term efficacy, safety, dosing and administration should be performed.
Are night shift workers at an increased risk for COVID-19?;Recent data has revealed an association between coronavirus disease-19 (COVID-19) incidence and seasonally regulated androgen sensitivity. This potential relationship between SARS-CoV-2 infection and clock genes, coupled with previously reported effects of night shift work on health, leads us to hypothesize that night shift workers may be at an increased physiological risk of coronavirus disease-19 (COVID-19).
High-resolution Chest CT Features and Clinical Characteristics of Patients Infected with COVID-19 in Jiangsu, China;A pneumonia associated with the coronavirus disease 2019 (COVID-19) recently emerged in China. It was recognized as a global health hazard.
Inflammation: A bridge between diabetes and COVID-19, and possible management with sitagliptin;Patients with SARS-CoV-2 infections experience lymphopenia and inflammatory cytokine storms in the severe stage of the disease, leading to multi-organ damage. The exact pattern of immune system changes and their condition during the disease process is unclear. The available knowledge has indicated that the NF-kappa-B pathway, which is induced by several mediators, has a significant role in cytokine storm through the various mechanisms. Therefore, identifying the state of the immune cells and the dominant mechanisms for the production of cytokines incorporated in the cytokine storm can be a critical step in the therapeutic approach. On the other hand, some studies identified a higher risk for diabetic patients. Diabetes mellitus exhibits a close association with inflammation and increases the chance of developing COVID-19. Patients with diabetes mellitus have shown to have more virus entry, impaired immunity response, less viral elimination, and dysregulated inflammatory cytokines. The parallel analysis of COVID-19 and diabetes mellitus pathogenesis has proposed that the control of the inflammation through the interfering with the critical points of major signaling pathways may provide the new therapeutic approaches. In recent years, the role of Dipeptidyl Peptidase 4 (DPP4) in chronic inflammation has been proved. Numerous immune cells express the DPP4 protein. DPP4 regulates antibody production, cytokine secretion, and immunoglobulin class switching. DPP4 inhibitors like sitagliptin reduce inflammation intensity in different states.
New loss of smell and taste: Uncommon symptoms in COVID-19 patients on Nord Franche-Comte cluster, France;New loss of smell or taste was not included as common symptoms of COVID-19 until March 2020 when the pandemic started in Western countries. We want to describe the prevalence and features of anosmia and dysgeusia in COVID-19 patients.
Pharmacotherapy for reducing saliva and droplet production in airborne procedures may help to decrease the COVID-19 transmission: A hypothesis;The pandemic of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has affected health care service practices worldwide. Therefore, a global reaction to prepare health care systems is mandatory. Preventing the transmission of this virus during medical and dental procedures producing airborne particles and droplets, could be considered as one of the main venues in prevention of Coronavirus disease 2019 (COVID-19) transmission in health care facilities. To the best of our knowledge, no intervention has been approved for this purpose, so the major suggestion in this regard is using personal preventive equipment (PPE) and similar measures as well as other sanitizing practices. Since we do not know how long we should face this universal issue, using antecedent pharmacotherapies for reducing oral-respiratory secretions to combat this virus might play a role in this regard. Given that currently there is no definitive cure for COVID-19, so we hypothesize that, considering drug solutions to reduce saliva and droplet production may be helpful in controlling Coronavirus spread during aerosol and respiratory droplet producing procedures.
Prospective vaccination of COVID-19 using shRNA-plasmid-LDH nanoconjugate;COVID-19 is the pandemic outbreak that is caused by SARS-CoV-2 virus from December, 2019. Human race do not know the curative measure of this devastating disease. In today’s era of nanotechnology, it may use its knowledge to develop molecular vaccine to combat this disease. In this article we are intended to propose a hypothesis on the development of a vaccine that is molecular in nature to work against COVID-19. The nanoconjugate may comprise with the inorganic nanoparticle layered double hydroxide intercalated with shRNA-plasmid that have a sequence targeting towards the viral genome or viral mRNA. This nanoconjugate may be used as a nasal spray to deliver the shRNA-plasmid to the target site. The nanoconjugate will have several advantages such as they are biocompatible, they forms as stable knockdown to the target cells and they are stable in the nasal mucosa.
Factors associated with the duration of viral shedding in adults with COVID-19 outside of Wuhan, China: a retrospective cohort study;To investigate factors associated with the duration of viral shedding in patients with COVID-19, outside of Wuhan.
Nutritional status of patients with COVID-19;Nutrients play a vital role in the defense against infectious diseases and the regulation of inflammation
Comparison of hospitalized patients with pneumonia caused by COVID-19 and influenza A in children under 5 years;Since the outbreak of Coronavirus Disease 2019 (COVID-19) in Wuhan, considerable attention has been paid to its epidemiology and clinical characteristics in children. However, it is also crucial for clinicians to differentiate COVID-19 from other respiratory infectious diseases, such as influenza viruses.
The mortality and psychological burden caused by response to COVID-19 outbreak;The world is experiencing a severe COVID-19 outbreak. To control this outbreak, many governments in the world have imposed lockdown or quarantine measures. We hypothesize that these measures may cause additional mortality and morbidity in the (near) future due to delay in diagnosing diseases and other indirect effect on health (such as economic crisis).
How mobility habits influenced the spread of the COVID-19 pandemic: Results from the Italian case study;Starting from December 2019 the world has faced an unprecedented health crisis caused by the new Coronavirus (COVID-19) due to the SARS-CoV-2 pathogen. Within this topic, the aim of the paper was to quantify the effect of mobility habits in the spread of the Coronavirus in Italy through a multiple linear regression model. Estimation results showed that mobility habits represent one of the variables that explains the number of COVID-19 infections jointly with the number of tests/day and some environmental variables (i.e. PM pollution and temperature). Nevertheless, a proximity variable to the first outbreak was also significant, meaning that the areas close to the outbreak had a higher risk of contagion, especially in the initial stage of infection (time-decay phenomena). Furthermore, the number of daily new cases was related to the trips performed three weeks before. This threshold of 21 days could be considered as a sort of 
Can pioglitazone be potentially useful therapeutically in treating patients with COVID-19?;The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has become a pandemic disease (COVID-19) that has spread globally causing more than 30,000 deaths. Despite the immense and ongoing global effort, no efficacious drugs to fight this plague have been identified and patients admitted to the intensive care units (ICU), for respiratory distress, are managed mostly by means of supportive care based on oxygen maintenance. Several authors have reported that the prevalence of hypertension, diabetes, cardiovascular and cerebrovascular diseases comorbidities were indeed frequent among patients with COVID-19, which suggests that these conditions are likely to aggravate and complicate the prognosis. What the aforementioned diseases have in common is a latent chronic inflammatory state that may be associated with the alteration of laboratory parameters that are typical of the metabolic syndrome and insulin resistance. In severe COVID-19 patients laboratory markers of inflammation such as C-reactive protein, IL-6, D-dimer, serum ferritin and lactate dehydrogenase are elevated in many patients
Acute cor pulmonale from saddle pulmonary embolism in a patient with previous COVID-19: should we prolong prophylactic anticoagulation?;Severe coronavirus disease 2019 (COVID-19) is known to be associated with a heightened risk of thromboembolism. However, the risk associated with mild and moderate illness from COVID-19 is unknown, and there is no current recommendation for prophylaxis against thromboembolism in patients after hospital treatment, unless there are established thrombophilic risk factors. We report the case of a 52-year-old woman who presented with massive saddle pulmonary embolism 1 week after initial hospital discharge, which was treated successfully with thrombolysis. This case raises the question of whether extended prophylactic anticoagulation should be considered even in low-risk COVID-19 cases.
What can we learn from a COVID-19 lung biopsy?;We report the case of a patient diagnosed with severe pneumonia due to coronavirus disease 2019 (COVID-19). A percutaneous lung biopsy was performed under ultrasound guidance. Morphological and ultrastructural characteristics of the patient’s lungs are presented, along with details of some important changes in inflammatory biological markers, in order to help better understand the disease and provide clues to allow members of the multidisciplinary team to save more people.
